172539,34694336,687.4719999999999
172539,172562,436.95400000000006
172539,34694265,240.928
172545,271370539,17.179
172545,28345515,171.845
172545,34694336,103.173
172546,530313,45.173
172546,28345850,51.987
172547,172549,237.84900000000005
172547,34694265,66.692
172547,28346151,108.035
172549,34694257,138.331
172549,172547,237.849
172549,29687949,114.982
172558,530225,9.453
172558,29688040,232.54999999999998
172562,530351,13.884
172562,172539,436.954
172562,29690632,130.133
172564,21509247,17.296
172564,29690346,109.151
172566,530318,8.752
172566,29690840,108.67699999999998
172586,29691250,13.212
172586,10758633910,322.802
172587,530205,12.214
172587,29493004,380.95799999999997
172589,530202,19.048
172589,665285019,197.61999999999998
172594,223826118,11.758
172594,21441701,210.80499999999998
172594,29492993,207.025
458330,26708458,166.632
458330,458334,302.682
458334,1020330221,355.276
458350,1515731488,159.561
458350,16541572,1057.203
458356,264975541,739.3019999999999
458356,458362,957.477
458362,458365,137.002
458365,26868597,251.27100000000002
458365,26839931,256.484
484078,484121,32.389
484078,267399134,254.107
484078,130088130,88.956
484082,4584515687,141.168
484082,26726896,263.06899999999996
484102,27216277,216.041
484107,484110,312.56
484110,487673623,128.55700000000002
484110,26662459,157.48600000000002
484119,267398957,217.492
484121,21487129,250.12000000000003
484121,484078,32.388999999999996
484121,267385833,207.03900000000002
484243,484245,518.948
484243,26839923,259.76
484245,458356,3262.632
484282,484285,546.542
484282,26804459,285.106
484285,484310,4420.0599999999995
484310,27088394,634.519
484310,268076066,303.41900000000004
530161,530197,30.906
530161,280807026,779.145
530168,28212143,16.572
530168,530176,327.868
530176,29689182,12.566
530176,52145327,65.082
530177,186969527,15.508
530177,21509247,176.48100000000002
530190,530168,17.617
530190,3877089193,294.55
530197,60086382,17.923000000000002
530197,530161,30.906
530197,26871244,159.56599999999997
530199,2645728311,11.449
530199,267407438,183.675
530202,172589,19.048
530202,530205,467.03399999999993
530202,21441718,95.66199999999998
530205,29492981,18.072
530215,530311,9.799
530215,530283,157.876
530225,602926406,15.714
530225,602926393,53.045
530247,29690661,10.188
530247,29691244,112.706
530247,530380,214.35000000000002
530256,29690659,12.581
530256,530376,338.892
530256,6019010074,41.859
530262,172564,14.278
530262,270790605,382.66999999999996
530283,530309,12.96
530283,35233783,60.541
530283,530293,180.264
530284,35233764,26.139
530284,35233783,35.297000000000004
530284,35233777,90.21799999999999
530287,9723845507,12.819
530287,9723845504,61.236
530293,330031810,126.782
530293,74416800,60.905
530309,530283,12.96
530309,530311,158.25
530311,186962583,14.515
530311,172586,115.689
530312,28345850,19.683
530312,172546,52.961999999999996
530313,172546,45.173
530313,29492953,88.201
530313,530323,152.269
530318,172566,8.752
530318,27177325,271.005
530318,27177312,161.91400000000002
530319,188382916,8.372
530319,27177322,234.26600000000002
530319,27177313,129.903
530323,29492967,268.832
530323,29492995,126.262
530323,530313,152.269
530340,530312,18.877
530340,34694348,169.741
530351,27197164,6.294
530351,530177,259.75600000000003
530376,530256,338.89199999999994
530376,29691247,354.32599999999996
530380,261080027,106.637
12614600,29270276,23.121000000000002
12614600,29784567,167.708
12614606,433557530,23.128
12614606,922501071,62.992999999999995
12614629,587656935,83.38
12614629,12614675,112.04499999999999
12614635,12614668,23.172
12614635,29807181,226.614
12614635,12614629,324.268
12614644,29266374,23.777
12614644,29266244,315.712
12614644,29266235,76.088
12614650,243856097,23.354
12614650,29784565,109.57700000000001
12614650,27195457,132.126
12614651,29785844,75.835
12614651,1411289036,198.82899999999998
12614653,29271706,25.383000000000003
12614653,29784655,217.82700000000003
